timestamp,dataset,prompt_id,prompt,score,error
2026-02-14T13:36:52.316473,AILAStatutes,gen0_00,,0.48543,
2026-02-14T13:58:27.862028,AILAStatutes,gen0_01,Retrieve relevant statutes based on this legal scenario provided,0.50793,
2026-02-14T14:15:07.404039,AILAStatutes,gen0_02,Locate the legislative provisions matching the described legal situation,0.51728,
2026-02-14T14:30:50.464912,AILAStatutes,gen0_03,Find related legal texts that answer the scenario's requirements,0.51477,
2026-02-14T14:48:44.513018,AILAStatutes,gen0_04,"Using the scenario context, match with applicable legal statutes",0.48802,
2026-02-14T16:15:32.276466,AILAStatutes,gen0_07,"Given a legislative query, fetch pertinent statute information",0.50179,
2026-02-14T16:15:32.288059,AILAStatutes,gen0_04,"Using the scenario context, match with applicable legal statutes",0.50928,
2026-02-14T16:15:32.327596,AILAStatutes,gen0_03,Find related legal texts that answer the scenario's requirements,0.51627,
2026-02-14T16:15:32.348536,AILAStatutes,gen0_00,,0.48635,
2026-02-14T16:15:32.359155,AILAStatutes,gen0_02,Locate the legislative provisions matching the described legal situation,0.51909,
2026-02-14T16:15:32.360674,AILAStatutes,gen0_06,Identify statutes that are contextually relevant to the scenario,0.50132,
2026-02-14T16:15:32.367225,AILAStatutes,gen0_05,Search for statutory provisions addressing the given legal problem,0.5061,
2026-02-14T16:15:32.371947,AILAStatutes,gen0_01,Retrieve relevant statutes based on this legal scenario provided,0.50676,
2026-02-14T16:15:39.465209,AILAStatutes,gen0_09,Search for statutes with high semantic similarity to the scenario,0.51512,
2026-02-14T16:15:39.539164,AILAStatutes,gen0_14,Search for highly relevant legal statutes for the situation,0.50892,
2026-02-14T16:15:39.629210,AILAStatutes,gen0_15,Find statutes that optimize for both precision and recall,0.48462,
2026-02-14T16:15:39.816893,AILAStatutes,gen0_08,"For the detailed situation, obtain the most precise legal statutes",0.51447,
2026-02-14T16:15:39.822501,AILAStatutes,gen0_10,Discover statutes that provide answers to the legal query,0.51308,
2026-02-14T16:15:39.845620,AILAStatutes,gen0_13,Fetch statutes offering the most comprehensive scenario coverage,0.5088,
2026-02-14T16:15:39.863098,AILAStatutes,gen0_12,Match the described scenario to relevant legislative provisions,0.5127,
2026-02-14T16:15:40.288528,AILAStatutes,gen0_11,"Based on scenario details, find exact match legal statutes",0.51302,
2026-02-14T16:15:46.955150,AILAStatutes,gen0_17,"Using scenario nuances, discover relevant legal provisions",0.49853,
2026-02-14T16:15:46.976084,AILAStatutes,gen0_18,Identify legislative texts that align with described requirements,0.50979,
2026-02-14T16:15:47.021045,AILAStatutes,gen0_16,Locate statutes focusing on statutory relevance criteria,0.4932,
2026-02-14T16:15:47.139682,AILAStatutes,gen0_19,Find accurately matching legal statutes to support the case,0.52212,
2026-02-14T16:15:47.172963,AILAStatutes,gen0_22,Locate statutes prioritizing answer quality and scenario fit,0.51339,
2026-02-14T16:15:47.240270,AILAStatutes,gen0_20,Search and surface relevant statutory provisions effectively,0.5028,
2026-02-14T16:15:47.307892,AILAStatutes,gen0_21,"For this scenario, obtain supporting legal statute references",0.50899,
2026-02-14T16:15:47.365673,AILAStatutes,gen0_23,Secure legislative sections closely matching the scenario demands,0.50388,
2026-02-14T16:15:54.189791,AILAStatutes,gen0_24,"Using provided scenario details, surface best-fit legal statutes",0.50469,
2026-02-14T16:27:35.120033,AILAStatutes,gen1_05,Instruct: Find matching legal statutes to potentially navigate cases,0.51892,
2026-02-14T16:27:35.139621,AILAStatutes,gen1_06,Instruct: Search provisions that best meet the legal situation,0.49905,
2026-02-14T16:27:37.421651,AILAStatutes,gen1_02,Instruct: Find legislative statutes strongly relevant to the legal situation,0.51653,
2026-02-14T16:27:37.454115,AILAStatutes,gen1_04,Instruct: Discover legislative provisions highly relevant to the case,0.51486,
2026-02-14T16:27:37.468189,AILAStatutes,gen1_03,Instruct: Search matching legal texts addressing case specifics,0.51206,
2026-02-14T16:27:37.488981,AILAStatutes,gen1_00,Instruct: Search for legislative texts that closely align with the case needs,0.51366,
2026-02-14T16:27:37.507214,AILAStatutes,gen1_07,Instruct: Find legal provisions most relevant to the scenario,0.51321,
2026-02-14T16:27:37.574058,AILAStatutes,gen1_01,Instruct: Locate legal provisions that directly support the case scenario,0.51589,
2026-02-14T16:27:42.279586,AILAStatutes,gen1_08,Instruct: Match legislative statutes directly with case requirements,0.51013,
2026-02-14T16:27:42.389926,AILAStatutes,gen1_09,Instruct: Search legislative texts aligned with legal requirements,0.51709,
2026-02-14T16:27:44.457843,AILAStatutes,gen1_14,Instruct: Discover key legislative statutes for effective case support,0.4972,
2026-02-14T16:27:44.491777,AILAStatutes,gen1_12,Instruct: Search directly applicable statutes to legal scenarios,0.50902,
2026-02-14T16:27:44.678712,AILAStatutes,gen1_10,Instruct: Locate the most relevant legal statutes to the case scenario,0.50966,
2026-02-14T16:27:44.685983,AILAStatutes,gen1_11,Instruct: Retrieve legislative provisions pertinent to the case,0.51056,
2026-02-14T16:27:44.750728,AILAStatutes,gen1_13,Instruct: Search legal texts closely matching the described conditions,0.51693,
2026-02-14T16:27:44.906267,AILAStatutes,gen1_15,Instruct: Find succinct legal statutes aligned with scenario needs,0.5131,
2026-02-14T16:27:49.338285,AILAStatutes,gen1_17,Instruct: Locate precise legislative statutes for case alignment,0.50547,
2026-02-14T16:27:49.607926,AILAStatutes,gen1_16,Instruct: Search for directly relevant legal texts to case facts,0.5066,
2026-02-14T16:27:51.592965,AILAStatutes,gen1_19,Instruct: Find comprehensive texts that meet statute requirements,0.49117,
2026-02-14T16:27:51.602344,AILAStatutes,gen1_18,Instruct: Retrieve concise legal provisions matching the case,0.51776,
2026-02-14T16:27:51.796235,AILAStatutes,gen1_22,Instruct: Find legal statutes that align closely with case facts,0.51113,
2026-02-14T16:27:52.346778,AILAStatutes,gen1_20,Instruct: Identify critical legal provisions for case resolution,0.49578,
2026-02-14T16:27:52.361911,AILAStatutes,gen1_23,Instruct: Identify statutes crucial for addressing legal situations,0.50699,
2026-02-14T16:27:52.469338,AILAStatutes,gen1_21,Instruct: Search for precise legislative texts applying to the case,0.50885,
2026-02-14T16:27:56.173175,AILAStatutes,gen1_24,Instruct: Search legal texts that perfectly match scenario requirements,0.51337,
2026-02-14T16:28:32.373297,AILAStatutes,gen2_07,"Find legislative provisions to match the described legal context
Query: ",0.53091,
2026-02-14T16:28:32.381443,AILAStatutes,gen2_05,"Instruct: Retrieve legislative provisions for accurate case support
Query: ",0.50344,
2026-02-14T16:28:32.392168,AILAStatutes,gen2_04,"Find potentially relevant legal statutes for case support
Query: ",0.51546,
2026-02-14T16:28:32.418126,AILAStatutes,gen2_00,"Instruct: Locate concise statutes to potentially aid legal scenarios
Query: ",0.50818,
2026-02-14T16:28:32.433488,AILAStatutes,gen2_03,"Instruct: Locate legislative provisions to support the legal situation
Query: ",0.53812,
2026-02-14T16:28:32.457882,AILAStatutes,gen2_02,"Retrieve accurately matching provisions for case analysis
Query: ",0.49744,
2026-02-14T16:28:32.463522,AILAStatutes,gen2_06,"Locate concise statutes for described legal scenarios
Query: ",0.52252,
2026-02-14T16:28:32.473228,AILAStatutes,gen2_01,"Find legal statutes to navigate cases efficiently
Query: ",0.50928,
2026-02-14T16:28:39.532908,AILAStatutes,gen2_13,"Find concise provisions to aid legal scenarios
Query: ",0.52454,
2026-02-14T16:28:39.734179,AILAStatutes,gen2_09,"Identify legal provisions supporting the specified case
Query: ",0.5197,
2026-02-14T16:28:39.805620,AILAStatutes,gen2_11,"Retrieve concise and relevant legal provisions
Query: ",0.51277,
2026-02-14T16:28:39.832989,AILAStatutes,gen2_08,"Instruct: Find legislative statutes to aid described legal situations
Query: ",0.51289,
2026-02-14T16:28:39.890247,AILAStatutes,gen2_12,"Locate most relevant legal statutes to support cases
Query: ",0.51416,
2026-02-14T16:28:39.909239,AILAStatutes,gen2_10,"Locate the directly applicable statutes for legal situations
Query: ",0.52991,
2026-02-14T16:28:39.975979,AILAStatutes,gen2_15,"Instruct: Retrieve comprehensive statutes matching cases
Query: ",0.52503,
2026-02-14T16:28:39.984780,AILAStatutes,gen2_14,"Instruct: Navigate legal cases using relevant statutes
Query: ",0.5027,
2026-02-14T16:28:46.618740,AILAStatutes,gen2_16,"Retrieve relevant legal provisions efficiently
Query: ",0.51279,
2026-02-14T16:28:46.903791,AILAStatutes,gen2_20,"Instruct: Efficiently retrieve relevant statutory provisions
Query: ",0.50376,
2026-02-14T16:28:46.996738,AILAStatutes,gen2_22,"Find directly applicable statutes for legal situations
Query: ",0.5272,
2026-02-14T16:28:47.054088,AILAStatutes,gen2_21,"Locate accurate statutes that support legal queries
Query: ",0.50985,
2026-02-14T16:28:47.165605,AILAStatutes,gen2_18,"Match concise legislative statutes to the legal case
Query: ",0.51929,
2026-02-14T16:28:47.697555,AILAStatutes,gen2_17,"Locate legislative statutes directly applicable to the scenario
Query: ",0.52424,
2026-02-14T16:28:47.741092,AILAStatutes,gen2_23,"Instruct: Retrieve statutory provisions for precise case support
Query: ",0.50534,
2026-02-14T16:28:47.749289,AILAStatutes,gen2_19,"Find comprehensive legal provisions for case support
Query: ",0.51438,
2026-02-14T16:28:53.704657,AILAStatutes,gen2_24,"Match legislative statutes with described legal situations
Query: ",0.52665,
2026-02-14T16:29:23.013559,AILAStatutes,gen3_01,"Locate detailed statutes applicable to current legal scenarios
Query: ",0.51495,
2026-02-14T16:29:23.128894,AILAStatutes,gen3_04,"Fetch legislative provisions directly aligning with legal need
Query: ",0.53524,
2026-02-14T16:29:23.142798,AILAStatutes,gen3_05,"Instruct: Discover applicable statutes for legal scenarios
Query: ",0.51068,
2026-02-14T16:29:23.146727,AILAStatutes,gen3_07,"Match context with most relevant legislative statutes
Query: ",0.51658,
2026-02-14T16:29:23.161081,AILAStatutes,gen3_06,"Locate legislative provisions that support specific legal contexts
Query: ",0.52423,
2026-02-14T16:29:23.165055,AILAStatutes,gen3_03,"Instruct: Identify most suitable statutes for described situations
Query: ",0.5189,
2026-02-14T16:29:23.176181,AILAStatutes,gen3_02,"Find directly related legislative provisions to support legal context
Query: ",0.52587,
2026-02-14T16:29:23.178424,AILAStatutes,gen3_00,"Instruct: Match legal contexts with relevant legislative provisions
Query: ",0.5195,
2026-02-14T16:29:30.032957,AILAStatutes,gen3_09,"Instruct: Locate provisions supporting described legal situations
Query: ",0.5147,
2026-02-14T16:29:30.135402,AILAStatutes,gen3_08,"Find legislative statutes directly applicable to legal context
Query: ",0.5437,
2026-02-14T16:29:30.243552,AILAStatutes,gen3_12,"Locate precise statutes aligning with legal need
Query: ",0.52196,
2026-02-14T16:29:30.320960,AILAStatutes,gen3_10,"Instruct: Identify key statutes applicable to legal context
Query: ",0.52467,
2026-02-14T16:29:30.425297,AILAStatutes,gen3_11,"Find directly applicable legislative provisions for legal support
Query: ",0.53788,
2026-02-14T16:29:30.486493,AILAStatutes,gen3_15,"Instruct: Discover comprehensive statutes for legal situations
Query: ",0.52337,
2026-02-14T16:29:30.527151,AILAStatutes,gen3_13,"Identify important statutes that match specific legal contexts
Query: ",0.51245,
2026-02-14T16:29:30.544017,AILAStatutes,gen3_14,"Match legal context with supporting legislative provisions
Query: ",0.52602,
2026-02-14T16:29:36.989657,AILAStatutes,gen3_17,"Instruct: Match applicable legislative provisions accurately
Query: ",0.52576,
2026-02-14T16:29:37.528931,AILAStatutes,gen3_19,"Instruct: Fetch relevant legal statutes for scenario context
Query: ",0.50586,
2026-02-14T16:29:37.546027,AILAStatutes,gen3_16,"Locate relevant statutes supporting specific legal contexts
Query: ",0.52626,
2026-02-14T16:29:37.595660,AILAStatutes,gen3_18,"Locate statutes that directly address legal needs
Query: ",0.53225,
2026-02-14T16:29:37.607464,AILAStatutes,gen3_23,"Discover legislative statutes matching legal needs effectively
Query: ",0.5279,
2026-02-14T16:29:37.825712,AILAStatutes,gen3_20,"Identify most relevant statutes for each described situation
Query: ",0.50209,
2026-02-14T16:29:37.863150,AILAStatutes,gen3_21,"Locate comprehensive legislative provision support for context
Query: ",0.52299,
2026-02-14T16:29:37.887485,AILAStatutes,gen3_22,"Find specific provisions aligning with legal descriptions
Query: ",0.51641,
2026-02-14T16:29:44.008756,AILAStatutes,gen3_24,"Locate directly applicable legal statutes for current scenarios
Query: ",0.51988,
2026-02-14T16:30:05.575293,AILAStatutes,gen4_06,"Fetch relevant legal statutes for application
Query: ",,"Unable to find 'hf://datasets/mteb/AILA_statutes@ebfcd844eadd3d667efa3c57fc5c8c87f5c2867e/corpus.jsonl' with any supported extension ['.csv', '.tsv', '.json', '.jsonl', '.ndjson', '.parquet', '.geoparquet', '.gpq', '.arrow', '.txt', '.tar', '.xml', '.hdf5', '.h5', '.eval', '.lance', '.blp', '.bmp', '.dib', '.bufr', '.cur', '.pcx', '.dcx', '.dds', '.ps', '.eps', '.fit', '.fits', '.fli', '.flc', '.ftc', '.ftu', '.gbr', '.gif', '.grib', '.png', '.apng', '.jp2', '.j2k', '.jpc', '.jpf', '.jpx', '.j2c"
2026-02-14T16:30:05.851292,AILAStatutes,gen4_03,"Retrieve provisions aligning with legal needs
Query: ",,"Unable to find 'hf://datasets/mteb/AILA_statutes@ebfcd844eadd3d667efa3c57fc5c8c87f5c2867e/corpus.jsonl' with any supported extension ['.csv', '.tsv', '.json', '.jsonl', '.ndjson', '.parquet', '.geoparquet', '.gpq', '.arrow', '.txt', '.tar', '.xml', '.hdf5', '.h5', '.eval', '.lance', '.blp', '.bmp', '.dib', '.bufr', '.cur', '.pcx', '.dcx', '.dds', '.ps', '.eps', '.fit', '.fits', '.fli', '.flc', '.ftc', '.ftu', '.gbr', '.gif', '.grib', '.png', '.apng', '.jp2', '.j2k', '.jpc', '.jpf', '.jpx', '.j2c"
2026-02-14T16:30:06.544829,AILAStatutes,gen4_08,"Secure applicable statutes for legal backing
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:06.805688,AILAStatutes,gen4_09,"Retrieve provisions fitting legal requirements
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:07.495799,AILAStatutes,gen4_10,"Fetch most relevant legislative provisions
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:07.743385,AILAStatutes,gen4_11,"Find legislative statutes with direct support
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:08.472697,AILAStatutes,gen4_12,"Locate critical legal provisions addressing needs
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:08.730936,AILAStatutes,gen4_13,"Secure necessary statutes for legal reinforcement
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:09.410345,AILAStatutes,gen4_14,"Instruct: Directly applicable legal statutes search
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:09.674763,AILAStatutes,gen4_15,"Find concise legal provisions
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:10.375294,AILAStatutes,gen4_16,"Retrieve essential statutes
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:10.558002,AILAStatutes,gen4_02,"Locate directly applicable legal statutes
Query: ",0.5377,
2026-02-14T16:30:10.607700,AILAStatutes,gen4_17,"Seek targeted legal support
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:11.317895,AILAStatutes,gen4_18,"Fetch integral legislative statutes
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:11.578407,AILAStatutes,gen4_20,"Query statutes offering legal support
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:11.601877,AILAStatutes,gen4_19,"Locate concise legal provisions directly applicable
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:11.664653,AILAStatutes,gen4_07,"Find legislative support for legal context
Query: ",0.52734,
2026-02-14T16:30:12.254042,AILAStatutes,gen4_21,"Directly retrieve applicable statutes
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:12.553662,AILAStatutes,gen4_22,"Explore statutes for specific legal needs
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:12.588284,AILAStatutes,gen4_23,"Identify provisions providing legal support
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:12.680260,AILAStatutes,gen4_24,"Discover statutes for comprehensive legal application
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:12.789383,AILAStatutes,gen4_05,"Locate legislative provisions addressing specific cases
Query: ",0.51273,
2026-02-14T16:30:20.304759,AILAStatutes,gen4_00,"Instruct: Retrieve statutes providing direct legal support
Query: ",0.53035,
2026-02-14T16:30:21.393418,AILAStatutes,gen4_01,"Fetch legislative provisions for legal applications
Query: ",0.5182,
2026-02-14T16:30:22.484907,AILAStatutes,gen4_04,"Find statutes supporting legal context
Query: ",0.5195,
2026-02-14T16:30:42.342611,AILAStatutes,gen5_01,"Locate legislative provisions providing direct legal support
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:42.614784,AILAStatutes,gen5_06,"Instruct: Find legislative provisions that are directly applicable
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:42.668863,AILAStatutes,gen5_00,"Instruct: Fetch the legislative statutes directly applicable for legal use
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:42.691412,AILAStatutes,gen5_05,"Locate comprehensive legislative statutes for the legal query
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:42.704109,AILAStatutes,gen5_03,"Fetch directly supporting legal provisions
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
2026-02-14T16:30:42.734538,AILAStatutes,gen5_02,"Find legislative statutes aligning closely with legal demands
Query: ",,"
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.
"
